Name,Type,Background_Detailed,Background_Type,Hair_Detailed,Hair_Simple,Eyes_Detailed,Eyes_Simple,Headwear_Detailed,Headwear_Simple,Accessories,Training_Caption
lady_032_salt,Female,"RGB(166,17,20) #a61114",solid,"RGB(166,17,20) #a61114 and RGB(192,173,166) #c0ada6","RGB(166,17,20) and RGB(192,173,166)","RGB(77,53,47) #4d352f","RGB(77,53,47)",,,,"24x24 pixel art portrait, background: RGB(166,17,20) #a61114, hair: RGB(166,17,20) #a61114 and RGB(192,173,166) #c0ada6, eyes: RGB(77,53,47) #4d352f"
lady_033_staranise,Female,Pink #ffd7d7,solid,"Grey #8d6058 and RGB(167,128,111) #a7806f","Grey and RGB(167,128,111)","RGB(58,38,38) #3a2626","RGB(58,38,38)",White chef hat #FFFFFF,White chef hat,,"24x24 pixel art portrait, background: Pink #ffd7d7, hair: Grey #8d6058 and RGB(167,128,111) #a7806f, eyes: RGB(58,38,38) #3a2626, wearing White chef hat #FFFFFF"
lady_034_lavender,Female,Pink #d7c3c1 to Pink #f9e4c5,pattern,"RGB(40,20,13) #28140d","RGB(40,20,13)","RGB(90,49,37) #5a3125","RGB(90,49,37)",,,,"24x24 pixel art portrait, background: Pink #d7c3c1 to Pink #f9e4c5, hair: RGB(40,20,13) #28140d, eyes: RGB(90,49,37) #5a3125"
lady_035_turmeric,Female,Pink #ffc5b3,solid,Teal #4f7e9f and Teal #7295a1,Teal and Teal,"RGB(90,49,37) #5a3125","RGB(90,49,37)",,,,"24x24 pixel art portrait, background: Pink #ffc5b3, hair: Teal #4f7e9f and Teal #7295a1, eyes: RGB(90,49,37) #5a3125"
lady_036_boisenberry,Female,"RGB(72,7,69) #480745",solid,"RGB(72,7,69) #480745 and RGB(134,40,41) #862829","RGB(72,7,69) and RGB(134,40,41)","RGB(147,34,30) #93221e","RGB(147,34,30)",,,,"24x24 pixel art portrait, background: RGB(72,7,69) #480745, hair: RGB(72,7,69) #480745 and RGB(134,40,41) #862829, eyes: RGB(147,34,30) #93221e"
lady_037_rose,Female,Beige #ea9d95,solid,"RGB(49,41,30) #31291e and RGB(67,53,42) #43352a","RGB(49,41,30) and RGB(67,53,42)","RGB(94,70,53) #5e4635","RGB(94,70,53)",,,,"24x24 pixel art portrait, background: Beige #ea9d95, hair: RGB(49,41,30) #31291e and RGB(67,53,42) #43352a, eyes: RGB(94,70,53) #5e4635"
lady_038_peanut,Female,Lavender #bae4f4,solid,"Lavender #bae4f4 and RGB(53,54,49) #353631","Lavender and RGB(53,54,49)","RGB(129,70,59) #81463b","RGB(129,70,59)",,,,"24x24 pixel art portrait, background: Lavender #bae4f4, hair: Lavender #bae4f4 and RGB(53,54,49) #353631, eyes: RGB(129,70,59) #81463b"
lady_039_sandalwood,Female,Pink #dcb3ff,solid,"RGB(134,40,41) #862829 and RGB(115,35,38) #732326","RGB(134,40,41) and RGB(115,35,38)","RGB(90,17,86) #5a1156","RGB(90,17,86)",,,,"24x24 pixel art portrait, background: Pink #dcb3ff, hair: RGB(134,40,41) #862829 and RGB(115,35,38) #732326, eyes: RGB(90,17,86) #5a1156"
lady_040_fivespice,Female,Beige #fcfe66,solid,"Beige #fcfe66 and RGB(37,30,27) #251e1b","Beige and RGB(37,30,27)","RGB(94,29,29) #5e1d1d","RGB(94,29,29)",,,,"24x24 pixel art portrait, background: Beige #fcfe66, hair: Beige #fcfe66 and RGB(37,30,27) #251e1b, eyes: RGB(94,29,29) #5e1d1d"
lady_041_bayleaf,Female,Teal #6b93bb,solid,"Teal #6b93bb and RGB(134,40,41) #862829","Teal and RGB(134,40,41)","RGB(147,34,30) #93221e","RGB(147,34,30)",,,,"24x24 pixel art portrait, background: Teal #6b93bb, hair: Teal #6b93bb and RGB(134,40,41) #862829, eyes: RGB(147,34,30) #93221e"
lady_042_almond,Female,Pink #f7c2bc,solid,"RGB(67,53,42) #43352a and RGB(61,47,38) #3d2f26","RGB(67,53,42) and RGB(61,47,38)","RGB(94,70,53) #5e4635","RGB(94,70,53)",,,,"24x24 pixel art portrait, background: Pink #f7c2bc, hair: RGB(67,53,42) #43352a and RGB(61,47,38) #3d2f26, eyes: RGB(94,70,53) #5e4635"
lady_043_orange,Female,"RGB(149,0,88) #950058 to RGB(5,219,115) #05db73",pattern,"RGB(149,0,88) #950058 and Orange #f4b315","RGB(149,0,88) and Orange",Grey #84625d,Grey,,,,"24x24 pixel art portrait, background: RGB(149,0,88) #950058 to RGB(5,219,115) #05db73, hair: RGB(149,0,88) #950058 and Orange #f4b315, eyes: Grey #84625d"
lady_044_x,Female,"RGB(53,221,136) #35dd88 to Teal #3ffe9e",pattern,"Teal #3ffe9e and RGB(53,221,136) #35dd88","Teal and RGB(53,221,136)",Grey #546368,Grey,,,,"24x24 pixel art portrait, background: RGB(53,221,136) #35dd88 to Teal #3ffe9e, hair: Teal #3ffe9e and RGB(53,221,136) #35dd88, eyes: Grey #546368"
lady_045_x,Female,"RGB(53,221,136) #35dd88 to Teal #3ffe9e",pattern,"Teal #3ffe9e and RGB(53,221,136) #35dd88","Teal and RGB(53,221,136)",Burgundy #975927,Burgundy,,,,"24x24 pixel art portrait, background: RGB(53,221,136) #35dd88 to Teal #3ffe9e, hair: Teal #3ffe9e and RGB(53,221,136) #35dd88, eyes: Burgundy #975927"
lady_046_x,Female,"RGB(0,221,115) #00dd73 to RGB(53,221,136) #35dd88 to Teal #3ffe9e",pattern,"Teal #3ffe9e and RGB(53,221,136) #35dd88","Teal and RGB(53,221,136)","RGB(59,47,35) #3b2f23","RGB(59,47,35)",,,,"24x24 pixel art portrait, background: RGB(0,221,115) #00dd73 to RGB(53,221,136) #35dd88 to Teal #3ffe9e, hair: Teal #3ffe9e and RGB(53,221,136) #35dd88, eyes: RGB(59,47,35) #3b2f23"
lady_047_x,Female,"RGB(53,221,136) #35dd88",solid,"RGB(53,221,136) #35dd88 and Beige #bfa389","RGB(53,221,136) and Beige","RGB(169,144,124) #a9907c","RGB(169,144,124)",,,,"24x24 pixel art portrait, background: RGB(53,221,136) #35dd88, hair: RGB(53,221,136) #35dd88 and Beige #bfa389, eyes: RGB(169,144,124) #a9907c"
lady_048_pink,Female,Purple #e50bb4,solid,Purple #e50bb4 and Black #0d0d09,Purple and Black,Purple #b450ca,Purple,,,,"24x24 pixel art portrait, background: Purple #e50bb4, hair: Purple #e50bb4 and Black #0d0d09, eyes: Purple #b450ca"
lady_049_abstractangels,Female,"RGB(165,255,155) #a5ff9b to RGB(15,206,111) #0fce6f",pattern,"RGB(15,206,111) #0fce6f and RGB(36,215,113) #24d771","RGB(15,206,111) and RGB(36,215,113)",Teal #8877ae,Teal,,,,"24x24 pixel art portrait, background: RGB(165,255,155) #a5ff9b to RGB(15,206,111) #0fce6f, hair: RGB(15,206,111) #0fce6f and RGB(36,215,113) #24d771, eyes: Teal #8877ae"
lady_050_x-6,Female,"RGB(112,235,128) #70eb80 to RGB(196,110,171) #c46eab",gradient,"RGB(52,56,57) #343839 and RGB(62,63,58) #3e3f3a","RGB(52,56,57) and RGB(62,63,58)","RGB(62,46,33) #3e2e21","RGB(62,46,33)",,,,"24x24 pixel art portrait, background: RGB(112,235,128) #70eb80 to RGB(196,110,171) #c46eab, hair: RGB(52,56,57) #343839 and RGB(62,63,58) #3e3f3a, eyes: RGB(62,46,33) #3e2e21"
lady_051_rosieabstract,Female,"RGB(53,221,136) #35dd88 to Teal #3ffe9e",pattern,"RGB(53,221,136) #35dd88 and Teal #3ffe9e","RGB(53,221,136) and Teal",Teal #919abd,Teal,,,,"24x24 pixel art portrait, background: RGB(53,221,136) #35dd88 to Teal #3ffe9e, hair: RGB(53,221,136) #35dd88 and Teal #3ffe9e, eyes: Teal #919abd"
lady_052_pinksilkabstract,Female,"Beige #ffcd6c to RGB(186,109,223) #ba6ddf",gradient,"RGB(53,35,25) #352319 and RGB(82,54,40) #523628","RGB(53,35,25) and RGB(82,54,40)","RGB(53,35,25) #352319","RGB(53,35,25)",,,,"24x24 pixel art portrait, background: Beige #ffcd6c to RGB(186,109,223) #ba6ddf, hair: RGB(53,35,25) #352319 and RGB(82,54,40) #523628, eyes: RGB(53,35,25) #352319"
lady_053_pepperabstract,Female,"RGB(78,234,109) #4eea6d to Black #000000",pattern,"Black #000000 and RGB(78,234,109) #4eea6d","Black and RGB(78,234,109)",Beige #afd291,Beige,,,,"24x24 pixel art portrait, background: RGB(78,234,109) #4eea6d to Black #000000, hair: Black #000000 and RGB(78,234,109) #4eea6d, eyes: Beige #afd291"
lady_054_hazelnutabstract-3,Female,"RGB(53,221,136) #35dd88 to Teal #3ffe9e",pattern,"Teal #3ffe9e and RGB(53,221,136) #35dd88","Teal and RGB(53,221,136)","RGB(53,35,25) #352319","RGB(53,35,25)",,,,"24x24 pixel art portrait, background: RGB(53,221,136) #35dd88 to Teal #3ffe9e, hair: Teal #3ffe9e and RGB(53,221,136) #35dd88, eyes: RGB(53,35,25) #352319"
lady_055_bloodabstract,Female,"RGB(53,221,136) #35dd88 to Teal #3ffe9e",pattern,"RGB(53,221,136) #35dd88 and Teal #3ffe9e","RGB(53,221,136) and Teal","RGB(173,124,94) #ad7c5e","RGB(173,124,94)",,,,"24x24 pixel art portrait, background: RGB(53,221,136) #35dd88 to Teal #3ffe9e, hair: RGB(53,221,136) #35dd88 and Teal #3ffe9e, eyes: RGB(173,124,94) #ad7c5e"
lady_056_alloyabstract,Female,"RGB(226,114,150) #e27296 to Blue #4941ca",gradient,"Burgundy #a85420 and RGB(118,77,209) #764dd1","Burgundy and RGB(118,77,209)",Burgundy #a85420,Burgundy,,,,"24x24 pixel art portrait, background: RGB(226,114,150) #e27296 to Blue #4941ca, hair: Burgundy #a85420 and RGB(118,77,209) #764dd1, eyes: Burgundy #a85420"
lady_057_bluesilkabstract,Female,"RGB(108,80,216) #6c50d8 to Teal #8bfba9",gradient,"RGB(53,35,25) #352319 and Teal #8cffaf","RGB(53,35,25) and Teal","RGB(53,35,25) #352319","RGB(53,35,25)",,,,"24x24 pixel art portrait, background: RGB(108,80,216) #6c50d8 to Teal #8bfba9, hair: RGB(53,35,25) #352319 and Teal #8cffaf, eyes: RGB(53,35,25) #352319"
lady_058_x,Female,Teal #87cec1,solid,"Teal #87cec1 and RGB(37,37,40) #252528","Teal and RGB(37,37,40)","RGB(94,29,29) #5e1d1d","RGB(94,29,29)",,,,"24x24 pixel art portrait, background: Teal #87cec1, hair: Teal #87cec1 and RGB(37,37,40) #252528, eyes: RGB(94,29,29) #5e1d1d"
lady_059_paula-5,Female,"RGB(3,220,115) #03dc73",solid,"RGB(3,220,115) #03dc73 and Beige #d9a27f","RGB(3,220,115) and Beige","RGB(59,60,81) #3b3c51","RGB(59,60,81)",,,,"24x24 pixel art portrait, background: RGB(3,220,115) #03dc73, hair: RGB(3,220,115) #03dc73 and Beige #d9a27f, eyes: RGB(59,60,81) #3b3c51"
lady_059_paula-6,Female,"Teal #3ffe9e to RGB(3,220,115) #03dc73",pattern,"RGB(3,220,115) #03dc73 and Teal #3ffe9e","RGB(3,220,115) and Teal","RGB(59,60,81) #3b3c51","RGB(59,60,81)",,,,"24x24 pixel art portrait, background: Teal #3ffe9e to RGB(3,220,115) #03dc73, hair: RGB(3,220,115) #03dc73 and Teal #3ffe9e, eyes: RGB(59,60,81) #3b3c51"
lady_060_winehouse,Female,Lavender #b998da,solid,Lavender #b998da and Black #000404,Lavender and Black,Burgundy #6b5d2f,Burgundy,,,,"24x24 pixel art portrait, background: Lavender #b998da, hair: Lavender #b998da and Black #000404, eyes: Burgundy #6b5d2f"
lady_061_nikkkk-2,Female,"RGB(95,206,127) #5fce7f",solid,"RGB(95,206,127) #5fce7f and RGB(160,255,208) #a0ffd0","RGB(95,206,127) and RGB(160,255,208)","RGB(73,28,23) #491c17","RGB(73,28,23)",,,,"24x24 pixel art portrait, background: RGB(95,206,127) #5fce7f, hair: RGB(95,206,127) #5fce7f and RGB(160,255,208) #a0ffd0, eyes: RGB(73,28,23) #491c17"
lady_062_Dalia-2,Female,Pink #f6acc5,solid,"RGB(158,92,58) #9e5c3a and Burgundy #94522f","RGB(158,92,58) and Burgundy","RGB(101,90,76) #655a4c","RGB(101,90,76)",Pink chef hat #f6acc5,Pink chef hat,"bear ears, pink bows","24x24 pixel art portrait, background: Pink #f6acc5, hair: RGB(158,92,58) #9e5c3a and Burgundy #94522f, eyes: RGB(101,90,76) #655a4c, wearing Pink chef hat #f6acc5, accessories: bear ears, pink bows"
lady_062_Dalia-BD,Female,"Teal #92aefd to RGB(156,182,255) #9cb6ff",pattern,"RGB(156,182,255) #9cb6ff and Teal #92aefd","RGB(156,182,255) and Teal","RGB(101,90,76) #655a4c","RGB(101,90,76)","RGB(156,182,255) chef hat #9cb6ff","RGB(156,182,255) chef hat","bear ears, rgb(156,182,255) bows","24x24 pixel art portrait, background: Teal #92aefd to RGB(156,182,255) #9cb6ff, hair: RGB(156,182,255) #9cb6ff and Teal #92aefd, eyes: RGB(101,90,76) #655a4c, wearing RGB(156,182,255) chef hat #9cb6ff, accessories: bear ears, rgb(156,182,255) bows"
lady_063_PVR-3,Female,Orange #e78441,solid,"Orange #e78441 and RGB(43,38,42) #2b262a","Orange and RGB(43,38,42)","RGB(170,126,81) #aa7e51","RGB(170,126,81)",,,,"24x24 pixel art portrait, background: Orange #e78441, hair: Orange #e78441 and RGB(43,38,42) #2b262a, eyes: RGB(170,126,81) #aa7e51"
lady_064_aubree-2,Female,"RGB(210,0,124) #d2007c",solid,"RGB(210,0,124) #d2007c and RGB(84,54,43) #54362b","RGB(210,0,124) and RGB(84,54,43)","RGB(143,78,50) #8f4e32","RGB(143,78,50)",,,,"24x24 pixel art portrait, background: RGB(210,0,124) #d2007c, hair: RGB(210,0,124) #d2007c and RGB(84,54,43) #54362b, eyes: RGB(143,78,50) #8f4e32"
lady_065_miggs-4,Female,"RGB(175,110,188) #af6ebc to RGB(191,142,201) #bf8ec9",pattern,"RGB(191,142,201) #bf8ec9 and RGB(175,110,188) #af6ebc","RGB(191,142,201) and RGB(175,110,188)",Teal #799fbc,Teal,,,,"24x24 pixel art portrait, background: RGB(175,110,188) #af6ebc to RGB(191,142,201) #bf8ec9, hair: RGB(191,142,201) #bf8ec9 and RGB(175,110,188) #af6ebc, eyes: Teal #799fbc"
lady_065_miggs,Female,Pink #dd94c6 to Lavender #c498cd,pattern,Lavender #c498cd and Pink #dd94c6,Lavender and Pink,"RGB(103,150,108) #67966c","RGB(103,150,108)",,,,"24x24 pixel art portrait, background: Pink #dd94c6 to Lavender #c498cd, hair: Lavender #c498cd and Pink #dd94c6, eyes: RGB(103,150,108) #67966c"
lady_066_monalisa-3,Female,"Burgundy #8b5f27 to Burgundy #7b4a2c to RGB(72,96,65) #486041",pattern,"RGB(72,96,65) #486041 and RGB(97,113,78) #61714e","RGB(72,96,65) and RGB(97,113,78)",Burgundy #9a6425,Burgundy,,,,"24x24 pixel art portrait, background: Burgundy #8b5f27 to Burgundy #7b4a2c to RGB(72,96,65) #486041, hair: RGB(72,96,65) #486041 and RGB(97,113,78) #61714e, eyes: Burgundy #9a6425"
lady_067_salamander-2,Female,Grey #929493,solid,Grey #929493,Grey,"RGB(94,62,69) #5e3e45","RGB(94,62,69)",,,,"24x24 pixel art portrait, background: Grey #929493, hair: Grey #929493, eyes: RGB(94,62,69) #5e3e45"
lady_068_nikkisf-4,Female,"RGB(176,115,94) #b0735e",solid,"RGB(176,115,94) #b0735e and RGB(30,38,41) #1e2629","RGB(176,115,94) and RGB(30,38,41)","RGB(95,81,79) #5f514f","RGB(95,81,79)",,,,"24x24 pixel art portrait, background: RGB(176,115,94) #b0735e, hair: RGB(176,115,94) #b0735e and RGB(30,38,41) #1e2629, eyes: RGB(95,81,79) #5f514f"
lady_069_giulia,Female,Pink #f6e49a,solid,"RGB(100,66,57) #644239 and RGB(109,72,54) #6d4836","RGB(100,66,57) and RGB(109,72,54)","RGB(117,75,59) #754b3b","RGB(117,75,59)",,,,"24x24 pixel art portrait, background: Pink #f6e49a, hair: RGB(100,66,57) #644239 and RGB(109,72,54) #6d4836, eyes: RGB(117,75,59) #754b3b"
lady_070_mango,Female,"RGB(3,220,115) #03dc73",solid,"RGB(3,220,115) #03dc73","RGB(3,220,115)",Purple #e957a0,Purple,,,,"24x24 pixel art portrait, background: RGB(3,220,115) #03dc73, hair: RGB(3,220,115) #03dc73, eyes: Purple #e957a0"
lady_071_papaya,Female,Brown #9e7243,solid,"Brown #9e7243 and RGB(55,50,44) #37322c","Brown and RGB(55,50,44)","RGB(59,49,39) #3b3127","RGB(59,49,39)",,,,"24x24 pixel art portrait, background: Brown #9e7243, hair: Brown #9e7243 and RGB(55,50,44) #37322c, eyes: RGB(59,49,39) #3b3127"
lady_072_tangerine,Female,"RGB(23,44,137) #172c89",solid,"RGB(23,44,137) #172c89 and Burgundy #b6411c","RGB(23,44,137) and Burgundy",Burgundy #b6411c,Burgundy,,,,"24x24 pixel art portrait, background: RGB(23,44,137) #172c89, hair: RGB(23,44,137) #172c89 and Burgundy #b6411c, eyes: Burgundy #b6411c"
lady_073_mango_punk,Female,"RGB(13,206,113) #0dce71",solid,"RGB(13,206,113) #0dce71 and Beige #ffc06a","RGB(13,206,113) and Beige",,,,,,"24x24 pixel art portrait, background: RGB(13,206,113) #0dce71, hair: RGB(13,206,113) #0dce71 and Beige #ffc06a"
lady_074_melon,Female,"RGB(3,220,115) #03dc73",solid,"RGB(3,220,115) #03dc73","RGB(3,220,115)",Teal #72c2cb,Teal,,,,"24x24 pixel art portrait, background: RGB(3,220,115) #03dc73, hair: RGB(3,220,115) #03dc73, eyes: Teal #72c2cb"
lady_075_clementine,Female,Teal #79e7ff to Teal #12c0d8,pattern,Teal #79e7ff and Teal #12c0d8,Teal and Teal,Green #15b90b,Green,,,,"24x24 pixel art portrait, background: Teal #79e7ff to Teal #12c0d8, hair: Teal #79e7ff and Teal #12c0d8, eyes: Green #15b90b"
lady_076_orange_blossom,Female,Pink #d5bca5,solid,Brown #98673c and Beige #c7987c,Brown and Beige,"RGB(67,39,28) #43271c","RGB(67,39,28)",,,,"24x24 pixel art portrait, background: Pink #d5bca5, hair: Brown #98673c and Beige #c7987c, eyes: RGB(67,39,28) #43271c"
lady_077_pink_grapefruit,Female,Pink #ff98b9 to Pink #d8e5dc,pattern,"RGB(40,86,102) #285666 and RGB(45,50,53) #2d3235","RGB(40,86,102) and RGB(45,50,53)","RGB(123,102,70) #7b6646","RGB(123,102,70)",,,,"24x24 pixel art portrait, background: Pink #ff98b9 to Pink #d8e5dc, hair: RGB(40,86,102) #285666 and RGB(45,50,53) #2d3235, eyes: RGB(123,102,70) #7b6646"
lady_078_orange_zest,Female,Burgundy #884b2e,solid,"Burgundy #884b2e and RGB(79,56,50) #4f3832","Burgundy and RGB(79,56,50)","RGB(79,56,50) #4f3832","RGB(79,56,50)",,,,"24x24 pixel art portrait, background: Burgundy #884b2e, hair: Burgundy #884b2e and RGB(79,56,50) #4f3832, eyes: RGB(79,56,50) #4f3832"
lady_079_lime_breeze,Female,Yellow #fdf059 to Orange #dda212,gradient,Yellow #f3d645 and Orange #ef9500,Yellow and Orange,"RGB(109,75,62) #6d4b3e","RGB(109,75,62)",,,,"24x24 pixel art portrait, background: Yellow #fdf059 to Orange #dda212, hair: Yellow #f3d645 and Orange #ef9500, eyes: RGB(109,75,62) #6d4b3e"
lady_080_zesty_lime,Female,Lavender #b8c2cb,solid,Lavender #b8c2cb and Black #080808,Lavender and Black,"RGB(53,52,57) #353439","RGB(53,52,57)",,,,"24x24 pixel art portrait, background: Lavender #b8c2cb, hair: Lavender #b8c2cb and Black #080808, eyes: RGB(53,52,57) #353439"
lady_085_IRA2,Female,"RGB(198,47,66) #c62f42",solid,"RGB(198,47,66) #c62f42 and Beige #d3a67f","RGB(198,47,66) and Beige",Teal #71b9bc,Teal,,,,"24x24 pixel art portrait, background: RGB(198,47,66) #c62f42, hair: RGB(198,47,66) #c62f42 and Beige #d3a67f, eyes: Teal #71b9bc"
lady_086_ELENI9,Female,Pink #e1cbb3,solid,,,Teal #6670a4,Teal,,,,"24x24 pixel art portrait, background: Pink #e1cbb3, eyes: Teal #6670a4"
lady_087_feybirthday5,Female,Pink #fee6ba,solid,"RGB(40,36,25) #282419 and RGB(53,49,38) #353126","RGB(40,36,25) and RGB(53,49,38)",Grey #887c72,Grey,,,,"24x24 pixel art portrait, background: Pink #fee6ba, hair: RGB(40,36,25) #282419 and RGB(53,49,38) #353126, eyes: Grey #887c72"
lady_088_r,Female,Orange #f4ac62,solid,"Orange #f4ac62 and RGB(73,57,40) #493928","Orange and RGB(73,57,40)","RGB(79,25,38) #4f1926","RGB(79,25,38)",,,,"24x24 pixel art portrait, background: Orange #f4ac62, hair: Orange #f4ac62 and RGB(73,57,40) #493928, eyes: RGB(79,25,38) #4f1926"
lady_090_missthang,Female,Pink #cbc8c3,solid,"RGB(45,41,40) #2d2928 and Beige #eda47e","RGB(45,41,40) and Beige","RGB(48,81,49) #305131","RGB(48,81,49)",,,,"24x24 pixel art portrait, background: Pink #cbc8c3, hair: RGB(45,41,40) #2d2928 and Beige #eda47e, eyes: RGB(48,81,49) #305131"
lady_094_violetta,Female,"Grey #62677f to RGB(139,188,146) #8bbc92 to Pink #d1bba6",pattern,"Black #0b0c0b and RGB(133,61,68) #853d44","Black and RGB(133,61,68)","RGB(51,51,51) #333333","RGB(51,51,51)",,,,"24x24 pixel art portrait, background: Grey #62677f to RGB(139,188,146) #8bbc92 to Pink #d1bba6, hair: Black #0b0c0b and RGB(133,61,68) #853d44, eyes: RGB(51,51,51) #333333"
lady_095_royalty,Female,Pink #e9e2cb to Grey #5c6759,pattern,"Grey #5c6759 and RGB(94,56,12) #5e380c","Grey and RGB(94,56,12)",Burgundy #673e11,Burgundy,White chef hat #FFFFFF,White chef hat,,"24x24 pixel art portrait, background: Pink #e9e2cb to Grey #5c6759, hair: Grey #5c6759 and RGB(94,56,12) #5e380c, eyes: Burgundy #673e11, wearing White chef hat #FFFFFF"
lady_096_yuri,Female,"RGB(150,134,135) #968687",solid,"RGB(150,134,135) #968687 and RGB(92,59,106) #5c3b6a","RGB(150,134,135) and RGB(92,59,106)","RGB(92,59,106) #5c3b6a","RGB(92,59,106)",,,,"24x24 pixel art portrait, background: RGB(150,134,135) #968687, hair: RGB(150,134,135) #968687 and RGB(92,59,106) #5c3b6a, eyes: RGB(92,59,106) #5c3b6a"
lady_097_dani,Female,"RGB(196,172,191) #c4acbf",solid,"RGB(196,172,191) #c4acbf and RGB(45,36,36) #2d2424","RGB(196,172,191) and RGB(45,36,36)","RGB(194,109,83) #c26d53","RGB(194,109,83)",,,,"24x24 pixel art portrait, background: RGB(196,172,191) #c4acbf, hair: RGB(196,172,191) #c4acbf and RGB(45,36,36) #2d2424, eyes: RGB(194,109,83) #c26d53"
lady_097_dani2,Female,"RGB(160,177,166) #a0b1a6",solid,"RGB(160,177,166) #a0b1a6 and RGB(54,38,39) #362627","RGB(160,177,166) and RGB(54,38,39)","RGB(79,37,38) #4f2526","RGB(79,37,38)",,,,"24x24 pixel art portrait, background: RGB(160,177,166) #a0b1a6, hair: RGB(160,177,166) #a0b1a6 and RGB(54,38,39) #362627, eyes: RGB(79,37,38) #4f2526"
lady_098_heyeah,Female,Blue #5d45fd,solid,"Blue #5d45fd and RGB(109,72,56) #6d4838","Blue and RGB(109,72,56)","RGB(57,42,37) #392a25","RGB(57,42,37)",,,,"24x24 pixel art portrait, background: Blue #5d45fd, hair: Blue #5d45fd and RGB(109,72,56) #6d4838, eyes: RGB(57,42,37) #392a25"
lady_099_VQ,Female,Blue #3b77cd,solid,Blue #3b77cd and Yellow #f5d451,Blue and Yellow,"RGB(63,63,63) #3f3f3f","RGB(63,63,63)",,,,"24x24 pixel art portrait, background: Blue #3b77cd, hair: Blue #3b77cd and Yellow #f5d451, eyes: RGB(63,63,63) #3f3f3f"
